,Scholl,Free education,Age,Class,District,Sex,Direction of education
4662,1,1,14,9,13,female,Sports
4663,1,1,14,8,3,female,Natural science
4664,1,1,14,8,11,male,Artistic
4665,1,1,14,8,13,female,Artistic
4666,1,1,14,8,2,female,Artistic
4667,1,1,14,8,10,female,Artistic
4668,1,1,14,7,8,male,Technical
4669,1,1,14,8,6,male,Artistic
4670,1,1,14,8,8,female,Natural science
4671,1,1,14,8,7,male,Socio-pedagogical
4672,1,1,14,8,6,female,Technical
4673,1,0,14,8,6,female,Artistic
4674,1,1,14,8,3,male,Artistic
4675,1,0,14,8,6,female,Artistic
4676,1,0,14,8,6,female,Artistic
4677,1,1,14,8,3,male,Artistic
4678,1,1,14,8,6,female,Natural science
4679,1,1,14,8,2,female,Socio-pedagogical
4680,1,1,14,8,2,female,Artistic
4681,1,1,14,8,6,female,Sports
4682,1,1,14,8,2,female,Artistic
4683,1,1,14,8,11,female,Sports
4684,1,1,14,8,7,female,Socio-pedagogical
4685,1,1,14,8,11,male,Technical
4686,1,1,14,8,6,male,Sports
4687,1,1,14,8,6,male,Natural science
4688,1,1,14,8,10,male,Artistic
4689,1,1,14,8,10,male,Artistic
4690,1,1,14,8,7,male,Natural science
4691,1,1,14,8,7,male,Natural science
4692,1,1,14,8,7,male,Natural science
4693,1,1,14,8,7,male,Natural science
4694,1,1,14,8,7,male,Socio-pedagogical
4695,1,1,14,8,7,male,Sports
4696,1,1,14,8,10,male,Sports
4697,2,1,14,8,3,female,Sports
4698,1,1,14,8,12,female,Natural science
4699,1,1,14,8,2,female,Socio-pedagogical
4700,1,1,14,9,10,female,Social and humanitarian
4701,1,1,14,8,10,male,Natural science
4702,1,1,14,8,10,male,Natural science
4703,1,1,14,8,10,male,Natural science
4704,1,1,14,8,3,female,Natural science
4705,1,1,14,8,10,male,Natural science
4706,1,0,14,9,10,female,Natural science
4707,1,1,13,7,6,female,Natural science
4708,1,1,13,7,6,female,Natural science
4709,1,1,14,8,6,female,Artistic
4710,1,1,14,8,6,female,Artistic
4711,1,1,14,8,17,male,Natural science
4712,1,1,14,8,17,male,Natural science
4713,1,1,14,8,17,male,Natural science
4714,1,1,14,8,4,male,Artistic
4715,1,1,14,8,8,male,Sports
4716,1,1,14,8,4,male,Artistic
4717,1,1,14,8,6,female,Socio-pedagogical
4718,1,1,14,8,12,female,Technical
4719,1,1,14,8,4,male,Technical
4720,1,1,14,8,4,male,Sports
4721,1,1,14,8,7,female,Technical
4722,1,1,15,8,4,female,Socio-pedagogical
4723,1,1,15,8,3,female,Socio-pedagogical
4724,1,1,14,8,2,female,Natural science
4725,1,1,14,8,16,female,Natural science
4726,1,1,14,7,2,female,Natural science
4727,1,1,14,8,2,female,Natural science
4728,1,1,13,7,2,female,Natural science
4729,1,1,14,8,2,female,Natural science
4730,1,1,14,8,2,female,Natural science
4731,1,1,14,8,2,male,Technical
4732,1,1,14,8,2,female,Technical
4733,1,1,14,8,3,female,Artistic
4734,1,1,14,8,3,female,Artistic
4735,1,1,14,8,6,female,Technical
4736,1,1,14,8,6,female,Technical
4737,1,1,14,8,6,female,Technical
4738,1,1,14,8,6,female,Technical
4739,1,1,14,8,10,male,Technical
4740,1,1,14,8,11,female,Sports
4741,1,1,14,8,11,female,Sports
4742,1,1,14,8,8,female,Socio-pedagogical
4743,1,1,14,8,8,male,Technical
4744,1,1,14,8,6,male,Technical
4745,1,1,14,8,8,male,Technical
4746,1,1,14,8,8,female,Technical
4747,1,1,14,8,4,male,Sports
4748,1,1,14,8,2,male,Technical
4749,1,1,14,8,6,female,Artistic
4750,1,1,14,8,12,male,Technical
4751,1,1,14,8,12,male,Technical
4752,1,1,14,8,6,female,Sports
4753,1,1,14,8,10,female,Artistic
4754,1,1,13,8,11,male,Artistic
4755,1,1,14,8,11,male,Artistic
4756,1,1,14,8,14,male,Sports
4757,1,1,14,8,2,male,Natural science
4758,1,1,14,8,2,male,Natural science
4759,1,0,14,9,10,female,Natural science
4760,1,1,14,8,2,male,Socio-pedagogical
4761,1,1,14,8,2,male,Socio-pedagogical
4762,1,1,14,8,10,female,Socio-pedagogical
4763,1,1,14,8,8,male,Tourism
4764,1,1,14,8,7,male,Natural science
4765,1,1,14,8,7,male,Natural science
4766,1,1,14,8,11,female,Artistic
4767,1,1,14,8,2,female,Artistic
4768,1,1,13,8,6,female,Artistic
4769,1,0,14,8,2,female,Natural science
4770,1,1,14,8,12,female,Socio-pedagogical
4771,1,1,14,8,5,male,Socio-pedagogical
4772,1,1,14,8,5,male,Tourism
4773,1,1,14,8,5,male,Tourism
4774,1,1,14,8,13,male,Socio-pedagogical
4775,1,1,14,8,7,male,Socio-pedagogical
4776,1,1,14,8,5,male,Socio-pedagogical
4777,1,1,14,8,5,male,Socio-pedagogical
4778,1,1,14,6,6,female,Artistic
4779,1,1,14,8,9,male,Sports
4780,1,1,14,8,13,female,Social and humanitarian
4781,1,1,14,8,3,female,Sports
4782,1,1,14,8,2,female,Sports
4783,1,1,14,8,13,female,Natural science
4784,1,1,14,8,6,female,Artistic
4785,1,1,14,8,3,female,Socio-pedagogical
4786,1,1,14,8,3,female,Socio-pedagogical
4787,1,1,14,8,6,female,Artistic
4788,1,1,14,8,2,female,Artistic
4789,2,0,14,8,7,male,Artistic
4790,2,0,14,8,7,male,Artistic
4791,1,1,14,8,14,male,Technical
4792,1,1,14,8,8,female,Socio-pedagogical
4793,1,1,14,8,14,female,Tourism
4794,1,1,14,8,2,female,Technical
4795,1,1,14,9,3,male,Technical
4796,1,1,14,8,14,female,Artistic
4797,1,1,14,8,14,female,Artistic
4798,1,0,14,8,6,female,Natural science
4799,1,1,14,8,7,male,Socio-pedagogical
4800,1,1,14,8,6,male,Technical
4801,1,1,14,8,2,male,Technical
4802,1,1,14,8,13,female,Natural science
4803,1,1,14,8,6,female,Socio-pedagogical
4804,1,1,14,8,6,female,Natural science
4805,1,1,13,8,6,female,Natural science
4806,1,1,14,8,12,male,Socio-pedagogical
4807,1,1,14,9,8,female,Technical
4808,1,1,14,8,2,female,Natural science
4809,1,1,14,8,2,female,Natural science
4810,1,1,14,8,10,male,Technical
4811,1,1,14,8,6,male,Technical
4812,1,1,14,8,2,female,Natural science
4813,1,1,14,8,8,female,Socio-pedagogical
4814,1,1,14,8,1,female,Technical
4815,1,1,14,8,12,female,Socio-pedagogical
4816,1,1,14,8,6,female,Artistic
4817,1,1,14,8,7,male,Technical
4818,1,1,14,8,6,female,Artistic
4819,1,1,14,8,10,male,Natural science
4820,1,1,14,8,6,male,Socio-pedagogical
4821,1,1,14,7,8,male,Technical
4822,1,1,14,8,1,female,Socio-pedagogical
4823,1,1,14,8,5,female,Socio-pedagogical
4824,1,1,14,8,6,male,Socio-pedagogical
4825,1,1,14,8,5,female,Socio-pedagogical
4826,1,1,14,8,1,male,Sports
4827,1,1,14,8,3,male,Sports
4828,1,1,14,8,15,male,Sports
4829,1,1,14,8,15,male,Sports
4830,1,1,13,8,2,male,Socio-pedagogical
4831,1,1,13,8,2,male,Socio-pedagogical
4832,1,1,14,8,2,female,Natural science
4833,1,1,14,8,2,female,Natural science
4834,1,1,14,8,3,female,Socio-pedagogical
4835,1,1,14,8,5,female,Sports
4836,1,1,14,8,10,female,Socio-pedagogical
4837,1,1,14,8,7,female,Socio-pedagogical
4838,1,1,14,8,2,male,Socio-pedagogical
4839,1,1,14,8,1,male,Technical
4840,1,1,14,8,2,male,Technical
4841,1,1,14,8,9,male,Artistic
4842,1,1,14,8,2,male,Natural science
4843,1,1,14,8,9,male,Artistic
4844,1,1,14,8,2,male,Natural science
4845,1,1,15,10,2,male,Sports
4846,1,1,14,8,2,male,Natural science
4847,1,0,14,8,8,female,Natural science
4848,1,0,14,8,12,male,Technical
4849,1,1,14,8,6,male,Tourism
4850,1,1,13,8,6,female,Socio-pedagogical
4851,1,1,13,8,12,female,Socio-pedagogical
4852,1,1,14,8,5,female,Socio-pedagogical
4853,1,1,14,8,11,female,Technical
4854,1,1,14,8,7,male,Socio-pedagogical
4855,1,1,14,8,11,female,Socio-pedagogical
4856,1,1,14,8,3,male,Technical
4857,1,1,14,8,11,female,Technical
4858,1,1,14,8,10,male,Natural science
4859,1,1,14,8,6,male,Socio-pedagogical
4860,1,1,14,8,8,female,Natural science
4861,1,1,14,8,10,male,Artistic
4862,1,1,14,8,10,male,Artistic
4863,1,1,14,8,3,male,Socio-pedagogical
4864,1,1,14,8,3,male,Tourism
4865,1,1,14,8,1,male,Socio-pedagogical
4866,1,1,14,8,2,female,Artistic
4867,1,1,14,8,3,male,Technical
4868,1,1,14,8,3,male,Technical
4869,1,1,14,8,14,female,Artistic
4870,1,1,14,8,6,male,Sports
4871,1,1,14,8,6,male,Sports
4872,1,1,14,8,12,female,Socio-pedagogical
4873,1,1,14,8,1,female,Artistic
4874,1,1,14,8,1,female,Artistic
4875,1,1,14,8,10,male,Artistic
4876,1,1,14,8,6,male,Socio-pedagogical
4877,1,1,14,8,10,female,Technical
4878,1,1,14,8,10,female,Sports
4879,1,1,14,8,6,male,Sports
4880,1,1,14,8,13,male,Natural science
4881,1,1,14,8,8,female,Socio-pedagogical
4882,1,1,14,8,10,male,Socio-pedagogical
4883,1,1,14,8,10,male,Technical
4884,1,1,14,8,3,female,Technical
4885,1,1,14,8,10,male,Technical
4886,1,1,14,8,4,female,Artistic
4887,1,1,14,8,2,male,Sports
4888,1,1,14,8,14,male,Technical
4889,1,1,14,8,14,male,Technical
4890,1,1,14,8,4,female,Artistic
4891,1,1,14,8,1,female,Natural science
4892,1,1,14,8,14,male,Natural science
4893,1,1,14,8,1,female,Natural science
4894,1,1,14,8,7,female,Socio-pedagogical
4895,1,1,14,7,14,male,Technical
4896,1,1,14,8,4,male,Artistic
4897,1,1,14,8,12,male,Natural science
4898,1,0,14,8,2,male,Natural science
4899,1,1,14,8,11,male,Technical
4900,1,1,14,8,11,male,Technical
4901,1,1,14,9,6,female,Artistic
4902,1,1,15,8,12,female,Artistic
4903,1,1,15,8,12,female,Artistic
4904,1,1,14,8,12,female,Artistic
4905,1,1,14,9,10,male,Socio-pedagogical
4906,1,1,14,8,2,male,Technical
4907,1,1,14,8,11,female,Artistic
4908,1,1,14,8,12,female,Socio-pedagogical
4909,1,1,14,8,5,male,Socio-pedagogical
4910,1,1,14,8,5,male,Socio-pedagogical
4911,1,1,14,8,14,female,Technical
4912,1,1,14,8,13,female,Artistic
4913,1,1,14,8,13,female,Artistic
4914,1,1,14,8,2,male,Sports
4915,1,1,14,8,8,female,Sports
4916,1,1,14,8,2,male,Natural science
4917,1,1,14,8,14,male,Sports
4918,1,1,14,8,6,male,Sports
4919,1,1,14,8,2,male,Technical
4920,1,1,14,8,2,female,Technical
4921,1,1,14,8,10,male,Technical
4922,1,1,14,8,10,male,Technical
4923,1,1,14,8,2,female,Sports
4924,1,1,14,8,6,female,Artistic
4925,1,1,14,8,6,female,Artistic
4926,1,1,14,8,8,male,Sports
4927,1,1,14,8,10,male,Tourism
4928,1,1,14,8,2,female,Socio-pedagogical
4929,1,1,14,8,3,male,Sports
4930,1,1,14,8,14,male,Sports
4931,1,0,14,8,6,female,Natural science
4932,1,1,14,8,7,female,Technical
4933,1,1,14,8,1,female,Socio-pedagogical
4934,1,1,14,8,1,female,Socio-pedagogical
4935,1,1,14,8,1,female,Socio-pedagogical
4936,1,1,14,8,4,female,Tourism
4937,1,1,14,8,1,female,Socio-pedagogical
4938,1,1,14,8,1,female,Socio-pedagogical
4939,1,1,14,8,11,male,Technical
4940,1,1,14,8,14,female,Sports
4941,1,0,14,8,10,male,Natural science
4942,1,1,14,8,8,male,Socio-pedagogical
4943,1,1,14,9,5,female,Artistic
4944,1,1,14,9,5,female,Artistic
4945,1,1,14,8,3,female,Socio-pedagogical
4946,1,1,14,8,3,female,Socio-pedagogical
4947,1,1,14,8,3,male,Technical
4948,1,1,14,8,2,male,Natural science
4949,1,1,14,7,6,male,Tourism
4950,1,1,14,8,11,male,Socio-pedagogical
4951,1,1,14,8,3,male,Technical
4952,1,1,14,8,10,female,Socio-pedagogical
4953,1,1,14,8,10,female,Socio-pedagogical
4954,1,1,14,8,10,male,Artistic
4955,1,1,14,8,13,female,Sports
4956,1,1,14,9,15,male,Socio-pedagogical
4957,1,1,14,8,8,male,Socio-pedagogical
4958,1,1,14,8,3,male,Tourism
4959,1,1,14,8,10,male,Technical
4960,1,1,14,8,9,female,Socio-pedagogical
4961,1,1,14,8,7,male,Socio-pedagogical
4962,1,1,14,8,1,female,Artistic
4963,1,1,14,8,1,female,Artistic
4964,1,1,14,9,1,female,Artistic
4965,1,1,14,8,16,female,Artistic
4966,1,1,14,8,13,female,Sports
4967,1,1,13,8,6,male,Sports
4968,1,1,14,8,12,female,Socio-pedagogical
4969,1,1,14,8,12,female,Socio-pedagogical
4970,1,1,14,8,4,female,Socio-pedagogical
4971,1,1,14,8,4,female,Socio-pedagogical
4972,1,1,14,8,2,female,Socio-pedagogical
4973,1,1,14,8,11,female,Socio-pedagogical
4974,1,1,14,8,2,female,Socio-pedagogical
4975,1,1,14,8,10,female,Artistic
4976,1,1,14,8,2,male,Sports
4977,1,1,14,8,2,male,Technical
4978,1,1,14,8,7,male,Socio-pedagogical
4979,1,1,14,8,6,male,Sports
4980,1,1,14,8,1,female,Natural science
4981,1,1,14,8,2,female,Natural science
4982,1,1,14,8,2,female,Natural science
4983,1,1,14,8,1,female,Natural science
4984,1,1,14,8,2,female,Artistic
4985,1,1,14,8,3,female,Technical
4986,1,1,14,8,5,male,Sports
4987,1,1,14,8,2,male,Sports
4988,1,1,14,8,4,female,Socio-pedagogical
4989,1,1,14,8,16,male,Natural science
4990,1,1,14,8,4,female,Socio-pedagogical
4991,1,1,14,8,14,male,Technical
4992,1,1,14,8,5,female,Artistic
4993,1,1,14,8,11,male,Sports
4994,1,1,14,8,11,male,Technical
4995,1,1,14,8,6,female,Artistic
4996,1,1,14,8,2,male,Natural science
4997,1,0,14,8,2,female,Natural science
4998,1,1,14,8,2,female,Artistic
4999,1,1,14,8,2,female,Artistic
5000,1,1,14,8,6,female,Sports
5001,1,1,14,8,2,male,Socio-pedagogical
5002,1,1,14,8,2,female,Artistic
5003,1,1,14,8,11,female,Artistic
5004,1,1,14,7,2,female,Artistic
5005,1,1,14,7,2,female,Artistic
5006,1,1,14,8,2,female,Socio-pedagogical
5007,1,1,14,8,10,female,Socio-pedagogical
5008,1,1,14,8,10,female,Tourism
5009,1,1,14,8,8,female,Sports
5010,1,1,14,8,8,male,Sports
5011,1,1,14,8,12,female,Socio-pedagogical
5012,1,1,14,8,2,female,Natural science
5013,1,1,14,8,2,female,Artistic
5014,1,1,14,8,2,female,Artistic
5015,1,1,14,8,6,female,Artistic
5016,1,1,14,8,16,female,Socio-pedagogical
5017,1,1,14,8,1,male,Socio-pedagogical
5018,1,1,14,8,6,female,Artistic
5019,1,1,14,8,16,female,Tourism
5020,1,1,14,8,2,female,Technical
5021,1,1,14,8,2,female,Technical
5022,1,1,14,8,2,female,Technical
5023,1,1,14,8,9,female,Artistic
5024,1,1,14,8,9,female,Artistic
5025,1,1,14,8,2,female,Socio-pedagogical
5026,1,1,14,8,7,male,Artistic
5027,1,1,14,8,4,female,Technical
5028,1,1,14,8,4,female,Sports
5029,1,1,14,8,11,male,Socio-pedagogical
5030,1,1,14,8,6,male,Technical
5031,1,1,14,7,6,male,Technical
5032,1,0,14,8,2,male,Natural science
5033,1,1,14,8,3,female,Socio-pedagogical
5034,1,1,14,8,5,male,Tourism
5035,1,1,14,9,11,female,Artistic
5036,1,1,14,8,11,female,Artistic
5037,2,1,14,9,11,female,Artistic
5038,1,1,14,8,11,female,Social and humanitarian
5039,1,1,14,8,11,female,Artistic
5040,1,1,14,8,6,male,Natural science
5041,1,1,14,8,4,female,Socio-pedagogical
5042,1,1,14,8,11,female,Socio-pedagogical
5043,1,1,13,7,10,female,Artistic
5044,1,1,14,8,2,female,Technical
5045,1,1,14,8,2,female,Technical
5046,1,1,14,8,1,female,Natural science
5047,1,1,14,8,6,female,Artistic
5048,1,1,14,8,12,male,Sports
5049,1,1,14,8,1,male,Sports
5050,1,1,14,8,1,male,Sports
5051,1,1,14,8,2,female,Socio-pedagogical
5052,1,1,14,8,6,female,Artistic
5053,1,1,14,8,6,male,Natural science
5054,1,1,14,8,7,female,Socio-pedagogical
5055,1,1,14,8,7,male,Socio-pedagogical
5056,1,1,14,8,11,female,Socio-pedagogical
5057,1,1,14,8,14,female,Artistic
5058,1,1,14,8,5,male,Technical
5059,1,1,14,8,4,male,Technical
5060,1,1,14,8,6,male,Sports
5061,1,1,14,8,10,female,Artistic
5062,1,1,14,8,6,male,Sports
5063,1,1,14,8,1,female,Socio-pedagogical
5064,1,1,14,8,10,male,Artistic
5065,1,1,14,8,10,female,Artistic
5066,1,1,14,8,12,female,Natural science
5067,1,1,14,8,10,female,Artistic
5068,1,1,14,8,12,female,Socio-pedagogical
5069,1,1,14,8,12,female,Artistic
5070,1,1,14,8,1,male,Technical
5071,2,1,14,8,6,male,Technical
5072,1,1,14,8,2,female,Artistic
5073,1,1,14,8,2,female,Artistic
5074,1,1,14,7,2,female,Sports
5075,1,1,14,8,2,female,Artistic
5076,1,1,14,8,12,female,Socio-pedagogical
5077,1,1,14,8,7,female,Socio-pedagogical
5078,1,1,14,8,7,female,Socio-pedagogical
5079,1,1,14,8,12,female,Technical
5080,1,1,14,8,8,female,Sports
5081,1,0,14,8,8,female,Natural science
5082,1,1,14,8,10,female,Sports
5083,1,1,14,8,4,female,Natural science
5084,1,1,14,8,5,male,Tourism
5085,1,1,14,8,10,female,Natural science
5086,1,1,14,8,10,female,Natural science
5087,1,1,14,9,14,female,Socio-pedagogical
5088,1,1,14,8,10,female,Socio-pedagogical
5089,1,1,13,7,3,male,Technical
5090,1,1,14,8,2,female,Technical
5091,1,1,14,8,4,female,Technical
5092,1,1,14,8,10,female,Technical
5093,1,1,14,8,10,female,Technical
5094,1,1,14,8,6,female,Artistic
5095,1,1,13,7,6,male,Artistic
5096,1,1,14,6,6,male,Artistic
5097,1,1,14,6,6,male,Artistic
5098,1,1,14,8,6,male,Socio-pedagogical
5099,1,1,14,8,2,female,Natural science
5100,1,1,14,8,2,female,Natural science
5101,1,1,14,8,6,female,Socio-pedagogical
5102,1,1,14,8,3,female,Technical
5103,1,1,14,8,3,female,Technical
5104,1,1,14,8,5,female,Natural science
5105,1,1,14,7,6,female,Sports
5106,1,1,14,8,4,female,Socio-pedagogical
5107,1,1,14,8,4,female,Socio-pedagogical
5108,1,1,14,8,13,female,Natural science
5109,1,1,14,8,11,female,Natural science
5110,1,1,14,8,11,female,Natural science
5111,1,1,14,8,8,male,Natural science
5112,1,1,14,8,8,male,Natural science
5113,1,1,14,8,13,female,Socio-pedagogical
5114,1,1,14,8,16,male,Socio-pedagogical
5115,1,1,14,8,13,female,Tourism
5116,2,1,14,8,13,female,Tourism
5117,2,1,14,8,13,female,Socio-pedagogical
5118,1,1,14,8,6,female,Artistic
5119,1,1,14,7,4,male,Sports
5120,1,1,14,8,7,female,Sports
5121,1,1,14,8,7,female,Sports
5122,1,1,14,8,1,male,Natural science
5123,1,1,14,8,7,female,Sports
5124,1,1,14,8,6,female,Socio-pedagogical
5125,1,1,14,8,6,female,Socio-pedagogical
5126,1,1,14,8,5,female,Artistic
5127,1,1,14,8,2,female,Artistic
5128,1,1,14,8,1,male,Technical
5129,1,1,14,8,10,female,Technical
5130,1,1,14,8,4,male,Technical
5131,1,1,8,8,10,female,Technical
5132,1,1,14,8,6,male,Artistic
5133,1,1,14,8,6,female,Artistic
5134,1,1,14,8,4,male,Sports
5135,1,1,14,8,6,female,Socio-pedagogical
5136,1,1,14,8,6,female,Artistic
5137,2,1,14,8,10,female,Artistic
5138,1,1,14,8,2,male,Artistic
5139,1,1,14,8,2,male,Artistic
5140,1,1,14,8,3,male,Socio-pedagogical
5141,1,0,14,8,2,male,Artistic
5142,1,1,14,8,5,male,Sports
5143,1,1,14,8,3,male,Sports
5144,1,1,14,8,2,male,Socio-pedagogical
5145,1,1,14,8,8,female,Natural science
5146,1,1,14,8,15,male,Natural science
5147,1,0,14,8,2,male,Artistic
5148,1,1,14,8,2,female,Natural science
5149,1,1,14,8,2,male,Natural science
5150,1,1,14,8,2,female,Artistic
5151,1,1,14,8,2,male,Technical
5152,1,1,14,8,2,male,Sports
5153,1,1,14,8,3,male,Socio-pedagogical
5154,1,1,14,8,3,male,Socio-pedagogical
5155,1,1,14,8,3,male,Tourism
5156,1,1,14,8,3,male,Socio-pedagogical
5157,1,1,14,8,2,male,Technical
5158,1,1,14,7,8,female,Technical
5159,1,1,14,8,1,female,Natural science
5160,1,1,14,8,1,female,Natural science
5161,1,1,14,8,8,female,Natural science
5162,1,1,14,8,4,female,Socio-pedagogical
5163,1,1,14,8,10,male,Socio-pedagogical
5164,1,1,14,8,10,male,Technical
5165,2,1,14,8,2,female,Artistic
5166,1,1,14,8,6,female,Artistic
5167,1,1,14,8,6,female,Artistic
5168,1,1,13,8,8,female,Socio-pedagogical
5169,2,1,14,8,2,female,Sports
5170,2,1,14,8,2,female,Natural science
5171,1,1,14,8,8,female,Socio-pedagogical
5172,1,1,14,8,8,male,Socio-pedagogical
5173,1,1,14,8,6,female,Socio-pedagogical
5174,1,1,14,8,6,female,Socio-pedagogical
5175,1,1,14,8,6,female,Technical
5176,1,1,14,8,6,female,Sports
5177,1,1,14,8,4,male,Socio-pedagogical
5178,1,1,14,8,4,male,Natural science
5179,1,1,14,8,14,female,Natural science
5180,1,1,14,8,14,female,Natural science
5181,1,1,14,8,6,male,Socio-pedagogical
5182,1,1,14,8,6,female,Natural science
5183,1,1,14,8,6,female,Natural science
5184,1,1,14,8,6,female,Socio-pedagogical
5185,1,1,14,8,12,male,Technical
5186,1,1,14,8,6,male,Technical
5187,2,1,14,8,6,female,Socio-pedagogical
5188,1,1,14,8,5,male,Artistic
5189,1,1,13,8,8,female,Socio-pedagogical
5190,1,1,14,8,2,male,Socio-pedagogical
5191,1,1,14,8,6,female,Socio-pedagogical
5192,1,1,14,8,8,female,Technical
5193,1,1,14,8,8,female,Technical
5194,1,1,14,8,8,female,Technical
5195,1,1,14,8,8,male,Sports
5196,1,1,14,8,15,male,Sports
5197,1,1,14,8,3,male,Natural science
5198,1,1,14,8,6,male,Sports
5199,1,1,14,8,3,male,Natural science
5200,1,1,14,8,10,female,Technical
5201,1,1,14,8,2,female,Artistic
5202,1,1,14,8,6,male,Socio-pedagogical
5203,1,0,14,8,2,male,Artistic
5204,1,0,14,8,2,male,Artistic
5205,1,1,14,8,10,male,Technical
5206,1,0,14,8,2,female,Artistic
5207,1,1,14,8,8,male,Sports
5208,1,0,14,8,2,female,Artistic
5209,1,1,14,8,12,female,Tourism
5210,1,1,14,8,12,female,Tourism
5211,1,1,14,7,11,female,Natural science
5212,1,1,14,7,11,female,Socio-pedagogical
5213,1,1,14,8,6,male,Technical
5214,1,1,14,8,2,male,Artistic
5215,1,1,14,8,11,male,Sports
5216,1,1,14,8,6,female,Socio-pedagogical
5217,1,1,14,8,3,female,Sports
5218,1,1,14,7,3,male,Sports
5219,1,1,14,8,2,female,Socio-pedagogical
5220,1,0,14,8,14,male,Artistic
5221,1,1,14,8,8,male,Sports
5222,1,1,14,8,2,male,Sports
5223,1,0,14,8,14,male,Artistic
5224,1,1,14,8,2,female,Natural science
5225,1,1,14,8,12,male,Natural science
5226,1,1,14,8,12,male,Natural science
5227,1,1,14,8,5,female,Artistic
5228,1,1,14,8,6,male,Artistic
5229,1,1,14,8,6,male,Artistic
5230,1,1,14,8,6,female,Technical
5231,1,1,14,8,3,male,Sports
5232,1,1,14,7,5,female,Tourism
5233,1,1,14,7,5,female,Tourism
5234,1,1,14,8,3,male,Socio-pedagogical
5235,1,1,14,8,5,male,Socio-pedagogical
5236,1,1,14,7,5,female,Tourism
5237,1,1,14,8,3,male,Artistic
5238,1,1,14,8,6,female,Sports
5239,1,1,14,7,14,male,Natural science
5240,1,1,14,8,2,male,Natural science
5241,1,1,14,8,6,female,Socio-pedagogical
5242,1,1,14,8,6,female,Sports
5243,1,1,14,8,2,male,Socio-pedagogical
5244,1,1,14,8,2,male,Socio-pedagogical
5245,1,1,14,8,6,female,Artistic
5246,1,1,14,8,12,male,Technical
5247,1,1,14,8,6,female,Artistic
5248,1,0,14,8,3,male,Natural science
5249,1,1,14,8,11,female,Socio-pedagogical
5250,1,1,14,8,12,male,Technical
5251,1,1,14,8,12,male,Technical
5252,1,1,14,8,10,female,Technical
5253,1,1,14,8,2,female,Artistic
5254,1,1,14,8,3,female,Artistic
5255,1,1,14,7,11,female,Artistic
5256,1,1,14,8,2,female,Socio-pedagogical
5257,1,1,14,8,2,female,Socio-pedagogical
5258,1,1,14,8,3,female,Artistic
5259,1,1,14,7,11,female,Artistic
5260,1,1,14,8,6,female,Natural science
5261,1,1,14,8,6,female,Natural science
5262,1,1,14,8,6,male,Natural science
5263,1,1,14,8,11,female,Sports
5264,1,1,14,8,6,male,Technical
5265,1,1,14,8,5,male,Artistic
5266,1,0,14,8,3,female,Artistic
5267,1,0,14,8,3,female,Artistic
5268,1,1,14,8,5,male,Artistic
5269,1,1,14,8,2,female,Socio-pedagogical
5270,1,1,14,8,3,female,Tourism
5271,1,1,14,8,10,female,Technical
5272,1,1,14,8,11,female,Artistic
5273,1,1,14,8,8,male,Sports
5274,1,1,14,8,11,female,Artistic
5275,1,1,14,8,6,male,Socio-pedagogical
5276,1,1,14,8,3,female,Socio-pedagogical
5277,1,1,14,8,3,female,Socio-pedagogical
5278,1,1,14,8,8,male,Technical
5279,1,1,14,8,10,male,Artistic
5280,1,1,14,8,8,male,Technical
5281,1,1,14,8,10,male,Artistic
5282,1,1,14,8,2,female,Technical
5283,1,1,14,8,4,male,Technical
5284,1,1,14,8,4,male,Technical
5285,1,1,14,8,4,male,Artistic
5286,1,1,14,8,4,male,Artistic
5287,1,1,14,9,4,male,Sports
5288,1,1,14,7,13,male,Sports
5289,1,1,14,8,7,female,Natural science
5290,1,1,14,8,2,female,Natural science
5291,1,1,14,8,2,female,Artistic
5292,1,1,14,8,1,female,Socio-pedagogical
5293,1,1,14,8,10,female,Artistic
5294,2,1,14,8,3,female,Artistic
5295,2,1,14,8,3,female,Artistic
5296,2,1,14,8,1,female,Artistic
5297,2,1,14,8,3,female,Artistic
5298,1,1,14,8,14,male,Sports
5299,1,0,14,8,10,female,Natural science
5300,2,1,13,8,3,female,Tourism
5301,1,1,14,8,10,female,Artistic
5302,1,1,14,8,3,male,Technical
5303,1,0,14,8,5,female,Artistic
5304,1,0,14,8,5,female,Artistic
5305,1,1,14,8,6,female,Socio-pedagogical
5306,1,1,14,8,5,female,Socio-pedagogical
5307,1,1,14,8,14,male,Socio-pedagogical
5308,1,1,14,8,6,female,Socio-pedagogical
5309,1,1,14,8,14,male,Technical
5310,2,1,14,8,6,female,Technical
5311,1,1,14,7,11,female,Artistic
5312,1,1,14,8,16,female,Socio-pedagogical
5313,1,1,14,8,16,female,Socio-pedagogical
5314,1,1,14,7,2,male,Technical
5315,1,0,14,8,11,female,Artistic
5316,1,1,14,8,2,male,Sports
5317,1,0,14,8,11,female,Artistic
5318,1,1,14,8,11,female,Tourism
5319,1,1,14,8,10,male,Sports
5320,1,1,14,8,6,female,Sports
5321,1,1,14,8,2,female,Socio-pedagogical
5322,1,1,14,8,2,female,Socio-pedagogical
5323,1,1,14,8,4,female,Socio-pedagogical
5324,1,1,14,8,5,male,Tourism
5325,1,1,14,8,2,female,Socio-pedagogical
5326,1,1,14,8,1,female,Technical
5327,1,0,14,8,2,female,Artistic
5328,1,1,14,8,10,male,Artistic
5329,1,1,14,9,6,female,Sports
